ip,port,org,city,country,source_file,sample_host
152.70.111.7,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.111.7
152.70.112.138,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.112.138
152.70.112.175,55555,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,152.70.112.175:55555
152.70.116.18,442,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.116.18:442
152.70.123.194,8443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.123.194:8443
152.70.123.82,55555,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,152.70.123.82:55555
152.70.125.163,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.125.163
152.70.126.13,443,ORACLE-BMC-31898,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.126.13
152.70.126.155,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.126.155
152.70.127.137,2053,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.127.137:2053
152.70.143.65,2053,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.143.65:2053
152.70.146.62,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.146.62
152.70.148.62,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.148.62
152.70.150.202,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.150.202
152.70.150.4,80,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,152.70.150.4
152.70.153.168,8443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,152.70.153.168:8443
152.70.158.230,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://152.70.158.230
152.70.82.112,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.82.112
152.70.83.85,4433,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.83.85:4433
152.70.86.162,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.86.162
152.70.98.201,10443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.98.201:10443
152.70.99.114,8880,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.99.114:8880
152.70.99.46,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://152.70.99.46
153.127.43.153,,SAKURA-A SAKURA Internet Inc.,Ebara,Japan,2026-03-15-japan-mixed-batch-01.json,ik1-419-41899.vs.sakura.ne.jp
154.197.108.100,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.100
154.197.108.101,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.101
154.197.108.102,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.102
154.197.108.103,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.103
154.197.108.104,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.104
154.197.108.105,,LCS-AS-AP LARUS Limited,Asagaya-minami,Japan,2026-03-15-japan-mixed-batch-01.json,154.197.108.105
154.36.156.80,,NETLAB-SDN - NetLab Global,Ebara,Japan,2026-03-15-japan-mixed-batch-01.json,154.36.156.80
154.83.92.115,,AkileCloud Network,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,154.83.92.115
155.248.160.173,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.160.173:443
155.248.160.53,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.160.53
155.248.162.158,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.162.158
155.248.162.184,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.162.184
155.248.163.243,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.163.243
155.248.167.210,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.167.210:443
155.248.168.165,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.168.165:443
155.248.168.231,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.168.231
155.248.168.27,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.168.27
155.248.169.244,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.169.244
155.248.169.30,8084,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.169.30:8084
155.248.170.8,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.170.8:443
155.248.171.118,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.171.118
155.248.172.65,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.172.65:8443
155.248.173.250,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.173.250
155.248.173.91,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.173.91
155.248.174.109,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.174.109
155.248.175.55,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.175.55:443
155.248.181.102,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.181.102:443
155.248.181.189,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.181.189
155.248.183.218,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.183.218:443
155.248.184.195,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.184.195
155.248.185.15,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.185.15
155.248.185.37,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.185.37:443
155.248.186.140,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.186.140
155.248.186.204,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,155.248.186.204:443
155.248.186.57,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://155.248.186.57
155.248.198.240,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.198.240
155.248.200.28,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.200.28
155.248.200.78,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.200.78
155.248.202.141,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.202.141
155.248.202.95,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.202.95
155.248.202.96,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.202.96
155.248.204.207,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.204.207
155.248.211.51,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.211.51
155.248.213.201,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.213.201
155.248.215.184,443,Oracle Corporation,San Jose,US,2026-03-15-oracle-us-batch-01.csv,https://155.248.215.184
156.231.140.19,,ACCK-LTD - ACCK LLC,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,156.231.140.19
157.151.197.46,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://157.151.197.46
157.151.240.238,444,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://157.151.240.238:444
157.151.241.149,444,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://157.151.241.149:444
158.101.11.175,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.11.175
158.101.111.97,443,Oracle Corporation,Ashburn,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.111.97
158.101.129.51,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.129.51
158.101.131.94,2083,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.131.94:2083
158.101.132.240,10000,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.132.240:10000
158.101.137.159,9443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.137.159:9443
158.101.139.31,7000,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.139.31:7000
158.101.145.82,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://since1989.eu.org
158.101.15.61,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.15.61:443
158.101.153.210,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.153.210
158.101.154.245,47001,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.154.245:47001
158.101.157.74,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.157.74
158.101.158.212,80,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.158.212
158.101.158.41,10443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.158.41:10443
158.101.159.228,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.159.228
158.101.20.65,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.20.65
158.101.21.57,2443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.21.57:2443
158.101.24.17,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.24.17:443
158.101.29.229,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.29.229
158.101.30.153,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.30.153:443
158.101.35.95,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.35.95
158.101.47.180,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.47.180
158.101.5.174,8880,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.5.174:8880
158.101.5.192,8443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,158.101.5.192:8443
158.101.68.196,8443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.68.196:8443
158.101.69.42,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.69.42:443
158.101.7.107,443,Oracle Corporation,Phoenix,US,2026-03-15-oracle-us-batch-01.csv,https://158.101.7.107
158.101.73.200,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.73.200:443
158.101.74.243,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.74.243:443
158.101.77.33,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.77.33:443
158.101.81.191,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,https://158.101.81.191
158.101.85.48,443,Oracle Corporation,Tokyo,JP,2026-03-15-oracle-jp-batch-01.csv,158.101.85.48:443
158.178.224.253,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.224.253
158.178.227.147,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.227.147
158.178.227.202,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.227.202
158.178.227.68,10443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.227.68:10443
158.178.228.219,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.228.219
158.178.230.113,8443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,158.178.230.113:8443
158.178.234.153,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.234.153
158.178.235.83,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.235.83
158.178.237.68,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.237.68
158.178.237.94,8880,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.237.94:8880
158.178.238.239,4433,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://z.knver.top:4433
158.178.239.112,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.239.112
158.178.240.251,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.240.251
158.178.244.161,3443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.244.161:3443
158.178.244.30,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,https://158.178.244.30
158.178.245.20,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,158.178.245.20:443
158.178.246.52,443,Oracle Corporation,Singapore,SG,2026-03-15-oracle-sg-batch-01.csv,158.178.246.52:443
158.179.162.144,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.162.144:443
158.179.163.12,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.163.12:443
158.179.163.155,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.163.155:443
158.179.163.158,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.163.158:443
158.179.164.48,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.164.48
158.179.166.78,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.166.78:443
158.179.170.73,10443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.170.73:10443
158.179.172.33,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.172.33:443
158.179.173.157,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.173.157
158.179.173.208,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.173.208:443
158.179.174.243,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.174.243:443
158.179.175.117,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.175.117:443
158.179.175.137,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.175.137
158.179.175.2,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.175.2
158.179.175.42,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.175.42
158.179.176.103,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.176.103:443
158.179.176.204,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.176.204
158.179.176.239,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.176.239:443
158.179.177.228,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.177.228:443
158.179.177.79,2096,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.177.79:2096
158.179.180.27,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.180.27:443
158.179.181.65,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.181.65:443
158.179.182.151,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.182.151:443
158.179.183.70,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.183.70:443
158.179.185.11,8443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.185.11:8443
158.179.185.85,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.185.85
158.179.186.178,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.186.178
158.179.186.193,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.186.193:443
158.179.187.8,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.187.8
158.179.188.55,8443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.188.55:8443
158.179.189.120,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.189.120:443
158.179.190.49,8880,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.190.49:8880
158.179.191.120,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.191.120:443
158.179.191.162,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.191.162
158.179.191.77,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.191.77:443
158.179.192.168,7443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.192.168:7443
158.179.193.188,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.193.188:443
158.179.193.81,8443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.193.81:8443
158.179.194.128,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.194.128:443
158.179.194.232,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.194.232
158.179.195.123,443,ORACLE-BMC-31898,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.195.123:443
158.179.195.204,10003,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,https://158.179.195.204:10003
158.179.195.238,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.195.238:443
158.179.195.46,443,Oracle Corporation,Redwood,US,2026-03-15-oracle-us-batch-01.csv,158.179.195.46:443
159.112.129.11,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.112.129.11
159.13.47.219,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.13.47.219
159.13.58.31,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.13.58.31
159.54.129.223,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.129.223
159.54.160.136,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,159.54.160.136:443
159.54.168.222,443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.168.222
159.54.174.128,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.174.128
159.54.175.60,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.175.60:8443
159.54.177.145,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.177.145:8880
159.54.179.50,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.179.50
159.54.181.173,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.181.173
159.54.184.55,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.184.55:8443
159.54.187.17,8443,ORACLE-BMC-31898,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.187.17:8443
159.54.191.91,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://159.54.191.91
16.162.113.42,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.113.42
16.162.143.120,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.162.143.120
16.162.163.6,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.163.6
16.162.189.54,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.162.189.54
16.162.23.73,50075,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.23.73:50075
16.162.24.239,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://www.19351.ch
16.162.242.218,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.242.218
16.162.254.82,5060,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.162.254.82:5060
16.162.3.224,8000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.3.224:8000
16.162.32.150,6103,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.32.150:6103
16.162.4.106,8083,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.162.4.106:8083
16.162.4.11,2078,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.162.4.11:2078
16.162.95.222,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.162.95.222
16.163.102.244,8085,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.163.102.244:8085
16.163.123.73,2054,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.163.123.73:2054
16.163.141.243,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.163.141.243
16.163.147.103,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.163.147.103
16.163.160.31,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.163.160.31
16.163.29.112,5060,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.163.29.112:5060
16.163.31.231,2067,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://16.163.31.231:2067
16.163.96.17,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,16.163.96.17
160.251.209.140,,"GMOOSK-NET GMO Internet Group, Inc.",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,v160-251-209-140.tkj9.static.cnode.jp
161.153.101.99,443,ORACLE-BMC-31898,Greenville,US,2026-03-15-oracle-us-batch-01.csv,https://161.153.101.99
161.153.12.241,8443,Oracle Corporation,Greenville,US,2026-03-15-oracle-us-batch-01.csv,https://161.153.12.241:8443
161.153.2.111,443,Oracle Corporation,Greenville,US,2026-03-15-oracle-us-batch-01.csv,https://161.153.2.111
161.33.130.238,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.130.238:443
161.33.131.22,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.131.22:443
161.33.133.246,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.133.246:443
161.33.134.185,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.134.185:443
161.33.135.254,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.135.254:443
161.33.135.66,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.135.66:443
161.33.137.97,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.137.97
161.33.138.28,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.138.28:443
161.33.139.152,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.139.152:443
161.33.14.183,8443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.14.183:8443
161.33.14.229,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.14.229
161.33.142.108,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.142.108:443
161.33.142.154,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.142.154
161.33.142.179,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.142.179:443
161.33.142.239,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.142.239
161.33.142.24,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.142.24:443
161.33.142.247,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.142.247:443
161.33.143.32,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.143.32:443
161.33.144.233,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.144.233:443
161.33.145.186,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.145.186:443
161.33.146.157,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.146.157:443
161.33.148.96,443,ORACLE-BMC-31898,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.148.96
161.33.151.148,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,161.33.151.148:443
161.33.151.218,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.151.218
161.33.151.238,443,Oracle Corporation,Mobile,US,2026-03-15-oracle-us-batch-01.csv,https://161.33.151.238
